 1E-05       13.3264      Lin-Lin
 1.10304E-05 12.6887      Lin-Lin
 1.21669E-05 12.0816      Lin-Lin
 1.34206E-05 11.5034      Lin-Lin
 1.48034E-05 10.953       Lin-Lin
 1.63286E-05 10.4289      Lin-Lin
 1.80111E-05 9.92986      Lin-Lin
 1.98669E-05 9.4547       Lin-Lin
 2.19139E-05 9.00229      Lin-Lin
 2.41719E-05 8.57152      Lin-Lin
 2.66625E-05 8.16136      Lin-Lin
 2.94097E-05 7.77083      Lin-Lin
 3.244E-05   7.39899      Lin-Lin
 3.57825E-05 7.04494      Lin-Lin
 3.94694E-05 6.70784      Lin-Lin
 4.35362E-05 6.38686      Lin-Lin
 4.80221E-05 6.08124      Lin-Lin
 5.29701E-05 5.79025      Lin-Lin
 5.8428E-05  5.51318      Lin-Lin
 6.44482E-05 5.24937      Lin-Lin
 7.10888E-05 4.99818      Lin-Lin
 7.84136E-05 4.75901      Lin-Lin
 8.64931E-05 4.53129      Lin-Lin
 9.54051E-05 4.31446      Lin-Lin
 0.000105235 4.10801      Lin-Lin
 0.000116078 3.91144      Lin-Lin
 0.000128039 3.72427      Lin-Lin
 0.000141232 3.54606      Lin-Lin
 0.000155784 3.37638      Lin-Lin
 0.000171835 3.21481      Lin-Lin
 0.00018954  3.06098      Lin-Lin
 0.00020907  2.91451      Lin-Lin
 0.000230612 2.77505      Lin-Lin
 0.000254374 2.64226      Lin-Lin
 0.000280584 2.51582      Lin-Lin
 0.000309494 2.39544      Lin-Lin
 0.000341383 2.28081      Lin-Lin
 0.000376558 2.17167      Lin-Lin
 0.000415358 2.06775      Lin-Lin
 0.000458155 1.96881      Lin-Lin
 0.000505362 1.8746       Lin-Lin
 0.000557433 1.78489      Lin-Lin
 0.000614869 1.69948      Lin-Lin
 0.000678223 1.61816      Lin-Lin
 0.000748105 1.54073      Lin-Lin
 0.000825188 1.467        Lin-Lin
 0.000910213 1.3968       Lin-Lin
 0.001004    1.32996      Lin-Lin
 0.00110745  1.26632      Lin-Lin
 0.00122155  1.20572      Lin-Lin
 0.00134742  1.14802      Lin-Lin
 0.00148625  1.09308      Lin-Lin
 0.00163939  1.04078      Lin-Lin
 0.00180831  0.990971     Lin-Lin
 0.00199463  0.943549     Lin-Lin
 0.00220016  0.898396     Lin-Lin
 0.00242685  0.855403     Lin-Lin
 0.00267691  0.814467     Lin-Lin
 0.00295273  0.77549      Lin-Lin
 0.00325697  0.738378     Lin-Lin
 0.00359256  0.703042     Lin-Lin
 0.00396272  0.669397     Lin-Lin
 0.00437103  0.637364     Lin-Lin
 0.00482141  0.606866     Lin-Lin
 0.00531819  0.577832     Lin-Lin
 0.00586616  0.550194     Lin-Lin
 0.00647059  0.523887     Lin-Lin
 0.0071373   0.498843     Lin-Lin
 0.00787271  0.474998     Lin-Lin
 0.00868389  0.452286     Lin-Lin
 0.00957865  0.430646     Lin-Lin
 0.0105656   0.410027     Lin-Lin
 0.0116543   0.390389     Lin-Lin
 0.0128551   0.371696     Lin-Lin
 0.0141796   0.353907     Lin-Lin
 0.0156406   0.336977     Lin-Lin
 0.0172522   0.320856     Lin-Lin
 0.0190298   0.305492     Lin-Lin
 0.0209906   0.290853     Lin-Lin
 0.0231534   0.276914     Lin-Lin
 0.0252419   0.265195     Lin-Lin
 0.0253      0.26489      Lin-Lin
 0.0279068   0.252197     Lin-Lin
 0.0307823   0.240111     Lin-Lin
 0.033954    0.228615     Lin-Lin
 0.0374525   0.217686     Lin-Lin
 0.0413115   0.20727      Lin-Lin
 0.0455681   0.197328     Lin-Lin
 0.0502633   0.187853     Lin-Lin
