 1E-05       267410       Lin-Lin
 1.10304E-05 254614       Lin-Lin
 1.21669E-05 242430       Lin-Lin
 1.34206E-05 230830       Lin-Lin
 1.48034E-05 219784       Lin-Lin
 1.63286E-05 209267       Lin-Lin
 1.80111E-05 199254       Lin-Lin
 1.98669E-05 189719       Lin-Lin
 2.19139E-05 180641       Lin-Lin
 2.41719E-05 171997       Lin-Lin
 2.66625E-05 163767       Lin-Lin
 2.94097E-05 155931       Lin-Lin
 3.244E-05   148469       Lin-Lin
 3.57825E-05 141365       Lin-Lin
 3.94694E-05 134600       Lin-Lin
 4.35362E-05 128160       Lin-Lin
 4.80221E-05 122027       Lin-Lin
 5.29701E-05 116188       Lin-Lin
 5.8428E-05  110628       Lin-Lin
 6.44482E-05 105335       Lin-Lin
 7.10888E-05 100294       Lin-Lin
 7.84136E-05 95495.1      Lin-Lin
 8.64931E-05 90925.6      Lin-Lin
 9.54051E-05 86574.7      Lin-Lin
 0.000105235 82432        Lin-Lin
 0.000116078 78487.6      Lin-Lin
 0.000128039 74731.9      Lin-Lin
 0.000141232 71155.9      Lin-Lin
 0.000155784 67751        Lin-Lin
 0.000171835 64509        Lin-Lin
 0.00018954  61422.2      Lin-Lin
 0.00020907  58483.1      Lin-Lin
 0.000230612 55684.6      Lin-Lin
 0.000254374 53020.1      Lin-Lin
 0.000280584 50483        Lin-Lin
 0.000309494 48067.3      Lin-Lin
 0.000341383 45767.3      Lin-Lin
 0.000376558 43577.3      Lin-Lin
 0.000415358 41492        Lin-Lin
 0.000458155 39506.6      Lin-Lin
 0.000505362 37616.2      Lin-Lin
 0.000557433 35816.2      Lin-Lin
 0.000614869 34102.3      Lin-Lin
 0.000678223 32470.5      Lin-Lin
 0.000748105 30916.7      Lin-Lin
 0.000825188 29437.3      Lin-Lin
 0.000910213 28028.7      Lin-Lin
 0.001004    26687.5      Lin-Lin
 0.00110745  25410.5      Lin-Lin
 0.00122155  24194.5      Lin-Lin
 0.00134742  23036.8      Lin-Lin
 0.00148625  21934.4      Lin-Lin
 0.00163939  20884.8      Lin-Lin
 0.00180831  19885.5      Lin-Lin
 0.00199463  18933.9      Lin-Lin
 0.00220016  18027.9      Lin-Lin
 0.00242685  17165.2      Lin-Lin
 0.00267691  16343.8      Lin-Lin
 0.00295273  15561.7      Lin-Lin
 0.00325697  14817.1      Lin-Lin
 0.00359256  14108        Lin-Lin
 0.00396272  13432.9      Lin-Lin
 0.00437103  12790.1      Lin-Lin
 0.00482141  12178.1      Lin-Lin
 0.00531819  11595.3      Lin-Lin
 0.00586616  11040.4      Lin-Lin
 0.00647059  10512.1      Lin-Lin
 0.0071373   10009.1      Lin-Lin
 0.00787271  9530.08      Lin-Lin
 0.00868389  9074.03      Lin-Lin
 0.00957865  8639.79      Lin-Lin
 0.0105656   8226.33      Lin-Lin
 0.0116543   7832.65      Lin-Lin
 0.0128551   7457.81      Lin-Lin
 0.0141796   7100.91      Lin-Lin
 0.0156406   6761.08      Lin-Lin
 0.0172522   6437.51      Lin-Lin
 0.0190298   6129.43      Lin-Lin
 0.0209906   5836.08      Lin-Lin
 0.0231534   5556.77      Lin-Lin
 0.0252419   5321.89      Lin-Lin
 0.0253      5315.77      Lin-Lin
 0.0279068   5061.35      Lin-Lin
 0.0307823   4819.11      Lin-Lin
 0.033954    4588.46      Lin-Lin
 0.0374525   4368.85      Lin-Lin
 0.0413115   4159.74      Lin-Lin
 0.0455681   3960.64      Lin-Lin
 0.0502633   3771.06      Lin-Lin
 0.0554423   3590.56      Lin-Lin
 0.0611549   3418.69      Lin-Lin
 0.0674561   3255.04      Lin-Lin
 0.0744066   3099.22      Lin-Lin
 0.0820732   2950.86      Lin-Lin
 0.0905297   2809.59      Lin-Lin
 0.0998577   2675.08      Lin-Lin
 0.110147    2547         Lin-Lin
 0.121496    2425.04      Lin-Lin
 0.134014    2308.92      Lin-Lin
 0.147823    2198.36      Lin-Lin
 0.163054    2093.09      Lin-Lin
 0.179855    1992.86      Lin-Lin
 0.198386    1897.43      Lin-Lin
 0.218827    1806.58      Lin-Lin
 0.241375    1720.1       Lin-Lin
 0.266245    1637.78      Lin-Lin
 0.293678    1559.43      Lin-Lin
 0.323938    1484.86      Lin-Lin
 0.357316    1413.87      Lin-Lin
 0.394132    1346.27      Lin-Lin
 0.434743    1281.88      Lin-Lin
 0.479537    1220.56      Lin-Lin
 0.528947    1162.14      Lin-Lin
 0.583448    1106.49      Lin-Lin
 0.643565    1053.49      Lin-Lin
 0.709876    1003.02      Lin-Lin
 0.78302     954.97       Lin-Lin
 0.8637      909.214      Lin-Lin
 0.952693    865.635      Lin-Lin
 1.05086     824.133      Lin-Lin
 1.15913     784.615      Lin-Lin
 1.27857     746.983      Lin-Lin
 1.4103      711.155      Lin-Lin
 1.55562     677.045      Lin-Lin
 1.7159      644.554      Lin-Lin
 1.89271     613.613      Lin-Lin
 2.08772     584.162      Lin-Lin
 2.30284     556.141      Lin-Lin
 2.54012     529.467      Lin-Lin
 2.80184     504.063      Lin-Lin
 3.09053     479.898      Lin-Lin
 3.40897     456.866      Lin-Lin
 3.76022     434.93       Lin-Lin
 4.14767     414.055      Lin-Lin
 4.57503     394.188      Lin-Lin
 5.04642     375.295      Lin-Lin
 5.56639     357.274      Lin-Lin
 6.13994     340.157      Lin-Lin
 6.77258     323.829      Lin-Lin
 7.4704      308.28       Lin-Lin
 8.24013     293.518      Lin-Lin
 9.08917     279.408      Lin-Lin
 10.0257     265.978      Lin-Lin
 11.0587     253.165      Lin-Lin
 12.2842     240.124      Lin-Lin
 13.455      229.327      Lin-Lin
 14.9461     217.524      Lin-Lin
 16.6016     206.252      Lin-Lin
 18.3121     196.314      Lin-Lin
 20.199      186.842      Lin-Lin
 22.2802     177.82       Lin-Lin
 24.9226     168.052      Lin-Lin
 27.1081     161.087      Lin-Lin
 30.1122     152.788      Lin-Lin
 33.4475     144.864      Lin-Lin
 36.6372     138.386      Lin-Lin
 40.1291     132.178      Lin-Lin
 43.956      126.234      Lin-Lin
 48.1454     120.617      Lin-Lin
 52.3674     115.538      Lin-Lin
 58.9913     108.822      Lin-Lin
 66.4498     102.47       Lin-Lin
 72.7868     97.8951      Lin-Lin
 79.1696     93.8462      Lin-Lin
 86.7153     89.6136      Lin-Lin
 94.3195     85.8947      Lin-Lin
 103.314     82.0361      Lin-Lin
 112.374     78.5914      Lin-Lin
 121.372     75.5898      Lin-Lin
 132.015     72.4049      Lin-Lin
 143.592     69.3838      Lin-Lin
 156.184     66.4778      Lin-Lin
 172.276     63.2417      Lin-Lin
 187.384     60.5933      Lin-Lin
 205.253     57.8502      Lin-Lin
 223.252     55.4052      Lin-Lin
 241.129     53.2723      Lin-Lin
 264.124     50.8339      Lin-Lin
 287.285     48.6988      Lin-Lin
 312.478     46.645       Lin-Lin
 342.26      44.5134      Lin-Lin
 374.9       42.4887      Lin-Lin
 407.775     40.6971      Lin-Lin
 446.64      38.8222      Lin-Lin
 485.807     37.18        Lin-Lin
 524.733     35.73        Lin-Lin
 578.799     33.9625      Lin-Lin
 633.965     32.404       Lin-Lin
